Probe Set Name	Description
ENSG00000110880_at	coronin, actin binding protein, 1C [Source:HGNC Symbol;Acc:HGNC:2254]
ENSG00000110881_at	acid sensing (proton gated) ion channel 1 [Source:HGNC Symbol;Acc:HGNC:100]
ENSG00000110887_at	D-amino-acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671]
ENSG00000110888_at	caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]
ENSG00000110911_at	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10908]
ENSG00000110917_at	malectin [Source:HGNC Symbol;Acc:HGNC:28973]
ENSG00000110921_at	mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]
ENSG00000110925_at	cysteine-serine-rich nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16006]
ENSG00000110931_at	calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:HGNC Symbol;Acc:HGNC:1470]
ENSG00000110934_at	bridging integrator 2 [Source:HGNC Symbol;Acc:HGNC:1053]
ENSG00000110944_at	interleukin 23, alpha subunit p19 [Source:HGNC Symbol;Acc:HGNC:15488]
ENSG00000110955_at	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:830]
ENSG00000110958_at	prostaglandin E synthase 3 (cytosolic) [Source:HGNC Symbol;Acc:HGNC:16049]
ENSG00000110987_at	B-cell CLL/lymphoma 7A [Source:HGNC Symbol;Acc:HGNC:1004]
ENSG00000111011_at	arginine/serine-rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]
ENSG00000111012_at	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2606]
ENSG00000111046_at	myogenic factor 6 (herculin) [Source:HGNC Symbol;Acc:HGNC:7566]
ENSG00000111049_at	myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]
ENSG00000111052_at	lin-7 homolog A (C. elegans) [Source:HGNC Symbol;Acc:HGNC:17787]
ENSG00000111058_at	acyl-CoA synthetase short-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:24723]
ENSG00000111077_at	tensin 2 [Source:HGNC Symbol;Acc:HGNC:19737]
ENSG00000111087_at	GLI family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4317]
ENSG00000111110_at	protein phosphatase, Mg2+/Mn2+ dependent, 1H [Source:HGNC Symbol;Acc:HGNC:18583]
ENSG00000111142_at	methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]
ENSG00000111144_at	leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]
ENSG00000111145_at	ELK3, ETS-domain protein (SRF accessory protein 2) [Source:HGNC Symbol;Acc:HGNC:3325]
ENSG00000111181_at	solute carrier family 6 (neurotransmitter transporter), member 12 [Source:HGNC Symbol;Acc:HGNC:11045]
ENSG00000111186_at	wingless-type MMTV integration site family, member 5B [Source:HGNC Symbol;Acc:HGNC:16265]
ENSG00000111196_at	mago homolog B, exon junction complex core component [Source:HGNC Symbol;Acc:HGNC:25504]
ENSG00000111199_at	transient receptor potential cation channel, subfamily V, member 4 [Source:HGNC Symbol;Acc:HGNC:18083]
ENSG00000111203_at	integrin alpha FG-GAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:30879]
ENSG00000111206_at	forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]
ENSG00000111218_at	protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188]
ENSG00000111224_at	poly (ADP-ribose) polymerase family, member 11 [Source:HGNC Symbol;Acc:HGNC:1186]
ENSG00000111231_at	GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186]
ENSG00000111241_at	fibroblast growth factor 6 [Source:HGNC Symbol;Acc:HGNC:3684]
ENSG00000111245_at	myosin, light chain 2, regulatory, cardiac, slow [Source:HGNC Symbol;Acc:HGNC:7583]
ENSG00000111247_at	RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956]
ENSG00000111249_at	cut-like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]
ENSG00000111252_at	SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]
ENSG00000111254_at	A kinase (PRKA) anchor protein 3 [Source:HGNC Symbol;Acc:HGNC:373]
ENSG00000111261_at	MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505]
ENSG00000111262_at	potassium channel, voltage gated shaker related subfamily A, member 1 [Source:HGNC Symbol;Acc:HGNC:6218]
ENSG00000111269_at	cAMP responsive element binding protein-like 2 [Source:HGNC Symbol;Acc:HGNC:2350]
ENSG00000111275_at	aldehyde dehydrogenase 2 family (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:404]
ENSG00000111276_at	cyclin-dependent kinase inhibitor 1B (p27, Kip1) [Source:HGNC Symbol;Acc:HGNC:1785]
ENSG00000111291_at	G protein-coupled receptor, class C, group 5, member D [Source:HGNC Symbol;Acc:HGNC:13310]
ENSG00000111305_at	germ cell associated 1 [Source:HGNC Symbol;Acc:HGNC:19716]
ENSG00000111319_at	sodium channel, non voltage gated 1 alpha subunit [Source:HGNC Symbol;Acc:HGNC:10599]
ENSG00000111321_at	lymphotoxin beta receptor (TNFR superfamily, member 3) [Source:HGNC Symbol;Acc:HGNC:6718]
ENSG00000111331_at	2'-5'-oligoadenylate synthetase 3, 100kDa [Source:HGNC Symbol;Acc:HGNC:8088]
ENSG00000111335_at	2'-5'-oligoadenylate synthetase 2, 69/71kDa [Source:HGNC Symbol;Acc:HGNC:8087]
ENSG00000111339_at	ADP-ribosyltransferase 4 (Dombrock blood group) [Source:HGNC Symbol;Acc:HGNC:726]
ENSG00000111341_at	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]
ENSG00000111344_at	RAS protein activator like 1 (GAP1 like) [Source:HGNC Symbol;Acc:HGNC:9873]
ENSG00000111348_at	Rho GDP dissociation inhibitor (GDI) beta [Source:HGNC Symbol;Acc:HGNC:679]
ENSG00000111358_at	general transcription factor IIH, polypeptide 3, 34kDa [Source:HGNC Symbol;Acc:HGNC:4657]
ENSG00000111361_at	eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa [Source:HGNC Symbol;Acc:HGNC:3257]
ENSG00000111371_at	solute carrier family 38, member 1 [Source:HGNC Symbol;Acc:HGNC:13447]
ENSG00000111404_at	RERG/RAS-like [Source:HGNC Symbol;Acc:HGNC:26213]
ENSG00000111405_at	endonuclease, polyU-specific [Source:HGNC Symbol;Acc:HGNC:14369]
ENSG00000111412_at	chromosome 12 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:26128]
ENSG00000111424_at	vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:HGNC:12679]
ENSG00000111432_at	frizzled class receptor 10 [Source:HGNC Symbol;Acc:HGNC:4039]
ENSG00000111445_at	replication factor C (activator 1) 5, 36.5kDa [Source:HGNC Symbol;Acc:HGNC:9973]
ENSG00000111450_at	syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]
ENSG00000111481_at	coatomer protein complex, subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:2243]
ENSG00000111490_at	TBC1 domain family, member 30 [Source:HGNC Symbol;Acc:HGNC:29164]
ENSG00000111530_at	cullin-associated and neddylation-dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]
ENSG00000111536_at	interleukin 26 [Source:HGNC Symbol;Acc:HGNC:17119]
ENSG00000111537_at	interferon, gamma [Source:HGNC Symbol;Acc:HGNC:5438]
ENSG00000111540_at	RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]
ENSG00000111554_at	Mdm1 nuclear protein [Source:HGNC Symbol;Acc:HGNC:29917]
ENSG00000111581_at	nucleoporin 107kDa [Source:HGNC Symbol;Acc:HGNC:29914]
ENSG00000111596_at	CCR4-NOT transcription complex, subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]
ENSG00000111602_at	timeless circadian clock [Source:HGNC Symbol;Acc:HGNC:11813]
ENSG00000111605_at	cleavage and polyadenylation specific factor 6, 68kDa [Source:HGNC Symbol;Acc:HGNC:13871]
ENSG00000111615_at	KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:5176]
ENSG00000111640_at	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]
ENSG00000111641_at	NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]
ENSG00000111642_at	chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]
ENSG00000111647_at	UHRF1 binding protein 1-like [Source:HGNC Symbol;Acc:HGNC:29102]
ENSG00000111652_at	COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]
ENSG00000111653_at	inhibitor of growth family, member 4 [Source:HGNC Symbol;Acc:HGNC:19423]
ENSG00000111664_at	guanine nucleotide binding protein (G protein), beta polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:4400]
ENSG00000111665_at	cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]
ENSG00000111666_at	choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]
ENSG00000111667_at	ubiquitin specific peptidase 5 (isopeptidase T) [Source:HGNC Symbol;Acc:HGNC:12628]
ENSG00000111669_at	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]
ENSG00000111670_at	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits [Source:HGNC Symbol;Acc:HGNC:29670]
ENSG00000111674_at	enolase 2 (gamma, neuronal) [Source:HGNC Symbol;Acc:HGNC:3353]
ENSG00000111676_at	atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033]
ENSG00000111679_at	protein tyrosine phosphatase, non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]
ENSG00000111684_at	lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
ENSG00000111696_at	5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]
ENSG00000111701_at	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:604]
ENSG00000111711_at	golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]
ENSG00000111713_at	glycogen synthase 2 (liver) [Source:HGNC Symbol;Acc:HGNC:4707]
ENSG00000111716_at	lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]
ENSG00000111725_at	protein kinase, AMP-activated, beta 1 non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9378]
ENSG00000111726_at	cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290]
ENSG00000111727_at	host cell factor C2 [Source:HGNC Symbol;Acc:HGNC:24972]
ENSG00000111728_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]
ENSG00000111729_at	C-type lectin domain family 4, member A [Source:HGNC Symbol;Acc:HGNC:13257]
ENSG00000111731_at	C2 calcium-dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062]
ENSG00000111732_at	activation-induced cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:13203]
ENSG00000111737_at	RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]
ENSG00000111783_at	regulatory factor X, 4 (influences HLA class II expression) [Source:HGNC Symbol;Acc:HGNC:9985]
ENSG00000111785_at	RIC8 guanine nucleotide exchange factor B [Source:HGNC Symbol;Acc:HGNC:25555]
ENSG00000111786_at	serine/arginine-rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]
ENSG00000111796_at	killer cell lectin-like receptor subfamily B, member 1 [Source:HGNC Symbol;Acc:HGNC:6373]
ENSG00000111801_at	butyrophilin, subfamily 3, member A3 [Source:HGNC Symbol;Acc:HGNC:1140]
ENSG00000111802_at	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768]
ENSG00000111816_at	fyn-related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955]
ENSG00000111817_at	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]
ENSG00000111832_at	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]
ENSG00000111837_at	male germ cell-associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]
ENSG00000111845_at	PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]
ENSG00000111846_at	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]
ENSG00000111850_at	small integral membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:21401]
ENSG00000111859_at	neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]
ENSG00000111863_at	androgen-dependent TFPI-regulating protein [Source:HGNC Symbol;Acc:HGNC:21214]
ENSG00000111875_at	anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995]
ENSG00000111877_at	minichromosome maintenance complex component 9 [Source:HGNC Symbol;Acc:HGNC:21484]
ENSG00000111879_at	family with sequence similarity 184, member A [Source:HGNC Symbol;Acc:HGNC:20991]
ENSG00000111880_at	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]
ENSG00000111885_at	mannosidase, alpha, class 1A, member 1 [Source:HGNC Symbol;Acc:HGNC:6821]
ENSG00000111886_at	gamma-aminobutyric acid (GABA) A receptor, rho 2 [Source:HGNC Symbol;Acc:HGNC:4091]
ENSG00000111897_at	serine incorporator 1 [Source:HGNC Symbol;Acc:HGNC:13464]
ENSG00000111906_at	HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]
ENSG00000111907_at	tumor protein D52-like 1 [Source:HGNC Symbol;Acc:HGNC:12006]
ENSG00000111913_at	family with sequence similarity 65, member B [Source:HGNC Symbol;Acc:HGNC:13872]
ENSG00000111961_at	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]
ENSG00000111962_at	uronyl-2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]
ENSG00000111981_at	UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]
ENSG00000112029_at	F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]
ENSG00000112031_at	mitochondrial translational release factor 1-like [Source:HGNC Symbol;Acc:HGNC:21051]
ENSG00000112033_at	peroxisome proliferator-activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]
ENSG00000112038_at	opioid receptor, mu 1 [Source:HGNC Symbol;Acc:HGNC:8156]
ENSG00000112039_at	Fanconi anemia, complementation group E [Source:HGNC Symbol;Acc:HGNC:3586]
ENSG00000112041_at	tubby like protein 1 [Source:HGNC Symbol;Acc:HGNC:12423]
ENSG00000112062_at	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]
ENSG00000112077_at	Rh-associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006]
ENSG00000112078_at	potassium channel tetramerization domain containing 20 [Source:HGNC Symbol;Acc:HGNC:21052]
ENSG00000112079_at	serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]
ENSG00000112081_at	serine/arginine-rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]
ENSG00000112096_at	superoxide dismutase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11180]
ENSG00000112110_at	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]
ENSG00000112115_at	interleukin 17A [Source:HGNC Symbol;Acc:HGNC:5981]
ENSG00000112118_at	minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]
ENSG00000112130_at	ring finger protein 8, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:10071]
ENSG00000112137_at	phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]
ENSG00000112144_at	intestinal cell (MAK-like) kinase [Source:HGNC Symbol;Acc:HGNC:21219]
ENSG00000112146_at	F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]
ENSG00000112149_at	CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]
ENSG00000112159_at	midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]
ENSG00000112164_at	glucagon-like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324]
ENSG00000112167_at	SAYSVFN motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21025]
ENSG00000112175_at	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]
ENSG00000112182_at	BTB and CNC homology 1, basic leucine zipper transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:14078]
ENSG00000112186_at	CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:HGNC Symbol;Acc:HGNC:20039]
ENSG00000112195_at	triggering receptor expressed on myeloid cells-like 2 [Source:HGNC Symbol;Acc:HGNC:21092]
ENSG00000112200_at	zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091]
ENSG00000112208_at	BCL2-associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938]
ENSG00000112210_at	RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]
ENSG00000112212_at	translocator protein 2 [Source:HGNC Symbol;Acc:HGNC:21256]
ENSG00000112214_at	four and a half LIM domains 5 [Source:HGNC Symbol;Acc:HGNC:17371]
ENSG00000112218_at	G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302]
ENSG00000112232_at	KH domain containing, RNA binding, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]
ENSG00000112234_at	F-box and leucine-rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]
ENSG00000112237_at	cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]
ENSG00000112238_at	PR domain containing 13 [Source:HGNC Symbol;Acc:HGNC:13998]
ENSG00000112242_at	E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]
ENSG00000112245_at	protein tyrosine phosphatase type IVA, member 1 [Source:HGNC Symbol;Acc:HGNC:9634]
ENSG00000112246_at	single-minded family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]
ENSG00000112249_at	activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697]
ENSG00000112280_at	collagen, type IX, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2217]
ENSG00000112282_at	mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]
ENSG00000112290_at	WAS protein family, member 1 [Source:HGNC Symbol;Acc:HGNC:12732]
ENSG00000112293_at	glycosylphosphatidylinositol specific phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:4459]
ENSG00000112294_at	aldehyde dehydrogenase 5 family, member A1 [Source:HGNC Symbol;Acc:HGNC:408]
ENSG00000112297_at	absent in melanoma 1 [Source:HGNC Symbol;Acc:HGNC:356]
ENSG00000112299_at	vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705]
ENSG00000112303_at	vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]
ENSG00000112304_at	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]
ENSG00000112305_at	small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]
ENSG00000112308_at	chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]
ENSG00000112312_at	geminin, DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]
ENSG00000112319_at	EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3522]
ENSG00000112320_at	sine oculis binding protein homolog [Source:HGNC Symbol;Acc:HGNC:29256]
ENSG00000112333_at	nuclear receptor subfamily 2, group E, member 1 [Source:HGNC Symbol;Acc:HGNC:7973]
ENSG00000112335_at	sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174]
ENSG00000112337_at	solute carrier family 17, member 2 [Source:HGNC Symbol;Acc:HGNC:10930]
ENSG00000112339_at	HBS1-like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]
ENSG00000112343_at	tripartite motif containing 38 [Source:HGNC Symbol;Acc:HGNC:10059]
ENSG00000112357_at	peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:HGNC:8860]
ENSG00000112365_at	zinc finger and BTB domain containing 24 [Source:HGNC Symbol;Acc:HGNC:21143]
ENSG00000112367_at	FIG4 phosphoinositide 5-phosphatase [Source:HGNC Symbol;Acc:HGNC:16873]
ENSG00000112378_at	PERP, TP53 apoptosis effector [Source:HGNC Symbol;Acc:HGNC:17637]
ENSG00000112394_at	solute carrier family 16 (aromatic amino acid transporter), member 10 [Source:HGNC Symbol;Acc:HGNC:17027]
ENSG00000112406_at	hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]
ENSG00000112414_at	adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841]
ENSG00000112419_at	phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]
ENSG00000112425_at	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin) [Source:HGNC Symbol;Acc:HGNC:3413]
ENSG00000112473_at	solute carrier family 39 (zinc transporter), member 7 [Source:HGNC Symbol;Acc:HGNC:4927]
ENSG00000112499_at	solute carrier family 22 (organic cation transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10966]
ENSG00000112511_at	PHD finger protein 1 [Source:HGNC Symbol;Acc:HGNC:8919]
ENSG00000112514_at	cutA divalent cation tolerance homolog (E. coli) [Source:HGNC Symbol;Acc:HGNC:21101]
ENSG00000112530_at	PARK2 co-regulated [Source:HGNC Symbol;Acc:HGNC:19152]
ENSG00000112531_at	QKI, KH domain containing, RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]
ENSG00000112541_at	phosphodiesterase 10A [Source:HGNC Symbol;Acc:HGNC:8772]
ENSG00000112559_at	MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]
ENSG00000112561_at	transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]
ENSG00000112576_at	cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]
ENSG00000112578_at	bystin-like [Source:HGNC Symbol;Acc:HGNC:1157]
ENSG00000112592_at	TATA box binding protein [Source:HGNC Symbol;Acc:HGNC:11588]
ENSG00000112599_at	guanylate cyclase activator 1B (retina) [Source:HGNC Symbol;Acc:HGNC:4679]
ENSG00000112619_at	peripherin 2 (retinal degeneration, slow) [Source:HGNC Symbol;Acc:HGNC:9942]
ENSG00000112624_at	GLTSCR1-like [Source:HGNC Symbol;Acc:HGNC:21111]
ENSG00000112640_at	protein phosphatase 2, regulatory subunit B', delta [Source:HGNC Symbol;Acc:HGNC:9312]
ENSG00000112651_at	mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]
ENSG00000112655_at	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]
ENSG00000112658_at	serum response factor (c-fos serum response element-binding transcription factor) [Source:HGNC Symbol;Acc:HGNC:11291]
ENSG00000112659_at	cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]
ENSG00000112667_at	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:21218]
ENSG00000112679_at	dual specificity phosphatase 22 [Source:HGNC Symbol;Acc:HGNC:16077]
ENSG00000112685_at	exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]
ENSG00000112695_at	cytochrome c oxidase subunit VIIa polypeptide 2 (liver) [Source:HGNC Symbol;Acc:HGNC:2288]
ENSG00000112697_at	transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667]
ENSG00000112699_at	GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]
ENSG00000112701_at	SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]
ENSG00000112706_at	interphotoreceptor matrix proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:6055]
ENSG00000112715_at	vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]
ENSG00000112739_at	pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]
ENSG00000112742_at	TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]
